,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,The Keg,Honey BBQ Chicken Breast & Half Rack Ribs,1740.5,90.6,,2755,88.5,
,,The Keg,Rib Steak 16 oz,1722.5,81.6,,2697,100.4,
,,The Keg,Loaded Nachos – Keg size,1697,97.9,,3195,155,
,,The Keg,New York 16 Oz,1670,85.2,,1738,85.3,
,,The Keg,Prime Rib 12 Oz,1665.3,114.2,,3330,65.76,
,,The Keg,Chipotle Chicken Sandwich,1565,90.6,,2925,152.3,
,,The Keg,Zesty Salmon 7 oz,1539,48.5,,1253,110.7,
,,The Keg,New York 14 Oz,1514,74.8,,1738,85.3,
,,The Keg,Chocolate Cake,1486,75.5,,1011,192.9,
,,The Keg,Prime Rib 10 Oz,1478.3,100.1,,3330,64.96,
,,The Keg,Mustard Dill Salmon,1361,50.1,,1707,116.1,
,,The Keg,New York 12 Oz,1358,64.4,,1738,85.3,
,,The Keg,Grilled Thai Chicken,1350,56.5,,1348,49.7,
,,The Keg,Blue Cheese Filet (Including Bacon) 7 oz,1318.2,67.7,,2163,112.6,
,,The Keg,Peppercorn New York 10 oz,1315,54,,1658,88.6,
,,The Keg,Bacon & Cheddar Burger,1295.2,77.9,,3052,118.9,
,,The Keg,Keg Burger,1292.2,77.2,,2985,119.2,
,,The Keg,Prime Rib 8 oz,1291.3,86,,3084,64.16,
,,The Keg,King Crab Dinner,1254,38.6,,3717,109.3,
,,The Keg,Philly Steak & Cheese,1239.2,67.4,,2698,112.8,
,,The Keg,Filet (Including Bacon) 10 oz,1215.6,57.3,,1912,80.5,
,,The Keg,Baseball Sirloin 12 oz,1215.2,59.7,,1445,85.16,
,,The Keg,New York 10 Oz,1202,54.9,,1458,85.3,
,,The Keg,Classic Burger,1182.2,63.9,,2982,130.5,
,,The Keg,Chicken Burger,1157.2,55.9,,2851,95.2,
,,The Keg,Lobster Tail Dinner,1154,43,,2737,102.5,
,,The Keg,Sirloin Oscar 8 oz,1153.2,44.9,,1593,89.2,
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Tim Hortons,Sausage, Egg, Cheese Breakfast Sandwich,510,33,0.5,950,35,3
,,Tim Hortons,Cinnamon Roll - Frosted,470,25,0.2,380,59,22
,,Tim Hortons,Bagel BELT,440,14,0.2,940,59,10
,,Tim Hortons,Chocolate Chip Muffin,430,16,0.3,580,69,40
,,Tim Hortons,BLT,420,18,0,830,47,4
,,Tim Hortons,English Muffin, Egg, Sausage Cheese Breakfast Sandwich,410,23,0.2,890,32,2
,,Tim Hortons,Bacon, Egg, Cheese Breakfast Sandwich,410,23,0.5,780,35,4
,,Tim Hortons,Maple Pecan Danish,410,21,0.2,260,49,20
,,Tim Hortons,Wheat Carrot Muffin,400,19,0,660,55,26
,,Tim Hortons,Breakfast Sausage & Biscuit,390,25,0.3,550,32,2
,,Tim Hortons,Ham & Swiss,390,12,0.2,1450,49,4
,,Tim Hortons,Turkey Bacon Club,370,7,0,1410,54,6
,,Tim Hortons,Toasted Chicken Club,370,7,0,900,51,5
,,Tim Hortons,Walnut Crunch Donut,360,23,0.1,320,35,19
,,Tim Hortons,Egg, Cheese Breakfast Sandwich,360,19,0.5,700,34,3
,,Tim Hortons,Egg Salad,360,13,0,760,45,3
,,Tim Hortons,Whole Grain Blueberry Muffin,360,13,0.2,550,59,29
,,Tim Hortons,Turkey Caesar,360,11,0.1,1380,48,3
,,Tim Hortons,Raisin Bran Muffin,360,10,0,790,65,37
,,Tim Hortons,Cherry Cheese Danish,350,13,0.1,310,53,23
,,Tim Hortons,Cranberry Fruit Muffin,350,12,0,560,59,31
,,Tim Hortons,Strawberry Sensation Muffin,350,11,0,580,61,31
,,Tim Hortons,Chicken Salad,340,9,0.1,970,47,3
,,Tim Hortons,Blueberry Muffin,330,11,0,580,55,27
,,Tim Hortons,Blueberry Fritter,330,10,0.1,340,55,22
,,Tim Hortons,Old Fashion Glazed Cake Donut,320,19,0.1,230,35,22
,,Tim Hortons,Honey Cruller Yeast Timbits,320,19,0.4,220,37,23
,,Tim Hortons,English Muffin, Egg, Bacon Cheese Breakfast Sandwich,310,13,0.2,710,32,3
,,Tim Hortons,Strawberry Vanilla Donut,310,8,0.1,220,55,28
,,Tim Hortons,Chili,300,19,1,1320,17,4
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Triple O's,Double Double Burger,1194,81.1,0.6,1786.6,56.8,8.7
,,Triple O's,Double Double Burger - Without Sauce,973,59.1,0.4,1461.6,51.8,5.1
,,Triple O's,Cheddar Bacon Burger,909,60.1,0.4,1251.5,52.2,8.7
,,Triple O's,Original Cheeseburger,836,53.6,0.4,1282.7,54.2,8.7
,,Triple O's,Original Burger,766,48.7,0.2,921.3,51.9,8.7
,,Triple O's,Kid’s Burger,761,48.6,0.2,940.3,50.8,8
,,Triple O's,Breakfast Club,758,44.6,0.3,1688.7,65.2,7.8
,,Triple O's,Sausage Sunny Start,693,39,0.4,1407.5,53.2,7.8
,,Triple O's,Cheddar Bacon Burger - Without Sauce,688,38.2,0.2,926.5,47.2,5.1
,,Triple O's,Spicy Ultimate Crunch -,679,37,0.2,1345.6,60.2,8.6
,,Triple O's,Sweet Potato Fries - Large (7oz),674,38.4,0.1,678.9,78.6,30.4
,,Triple O's,Milkshakes - Vanilla or Strawberry,673,32.8,1,284.6,87.8,80
,,Triple O's,Milkshakes - Chocolate,662,33.1,1,301.7,83.7,76.1
,,Triple O's,Breakfast Club - Without Sauce,638,33.6,0.2,1434.5,60.5,4.4
,,Triple O's,Veggie Burger,621,24.2,0.2,1272.2,79.7,11.2
,,Triple O's,Original Cheeseburger - Without Sauce,615,31.6,0.2,957.7,49.2,5.1
,,Triple O's,BC Sunny Start,607,33.5,0.3,1129.2,51.2,8.3
,,Triple O's,Original Sunny Start,591,31.7,0.3,1358.7,52.4,7.8
,,Triple O's,Sausage Sunny Start - Without Sauce,573,28,0.3,1153.4,48.5,4.4
,,Triple O's,Original Burger - Without Sauce,545,26.7,0,596.3,46.9,5.1
,,Triple O's,Kid’s Burger - Without Sauce,538,26.6,0,592.4,45.2,4
,,Triple O's,Sweet Potato Fries - Regular (5 oz),519,29.6,0.1,522.7,60.5,23.4
,,Triple O's,Chicken Burger Supreme,514,21.4,0.2,646.7,52.3,10.8
,,Triple O's,Veggie Burger - Without Sauce,491,14.1,0.2,888.9,72.3,5.1
,,Triple O's,Poutine,490,29.9,0.9,986.5,35.9,1.7
,,Triple O's,BC Sunny Start - Without Sauce,487,22.5,0.2,875.1,46.5,4.9
,,Triple O's,Spicy Ultimate Crunch – Without Sauce,478,15.1,0,1203.8,59.6,8.1
,,Triple O's,Original Sunny Start - Without Sauce,471,20.7,0.2,1104.5,47.7,4.4
,,Triple O's,Onion Rings – 6 pieces,467,28.8,0,436.5,47.7,11.4
,,Triple O's,Dippin’ Chicken - 5 strips,450,18.2,0,916.7,28.3,8.3
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,uFood,Chicken Parmigiana wrap,800,19,,2560,87,
,,uFood,Teriyaki Chicken & Broccoli wrap,740,10,,1880,111,
,,uFood,Fresh Falafel wrap,730,31,,1850,79,
,,uFood,Buffalo Bleu Chicken wrap,650,21,,1810,62,
,,uFood,Tomato Bruschetta with chicken sandwich,640,30,,1080,41,
,,uFood,Hamburger wrap,640,16,,1710,62,
,,uFood,Chicken Pesto,630,23,,1070,49,
,,uFood,Better Bacon Cheeseburger,630,16,,1690,57,
,,uFood,Southwestern Turkey,610,27,,1080,49,
,,uFood,Chopstick Chicken Ubowl,600,8.5,,1210,92,
,,uFood,Chipotle Chicken sandwich,571,30,,1239,39,
,,uFood,Chipotle Turkey Burger,561,19,,1289,48,
,,uFood,Cheeseburger,550,12,,1280,57,
,,uFood,Tofusion Ubowl,540,11,,1060,93,
,,uFood,Southwestern Chicken Ubowl,530,7,,740,77,
,,uFood,Fire-Roasted Turkey & Swiss sandwich,521,9,,628,69,
,,uFood,Classic Burger,520,11,,1080,55,
,,uFood,Tomato Bruschetta sandwich,510,27,,820,42,
,,uFood,Chocolate Peanut Butter Buzz,490,15,,480,58,
,,uFood,Mighty Chicken sandwich,479,19,,940,41,
,,uFood,Greek Salad with chicken,450,19,,1210,20,
,,uFood,Honey Mustard Chicken,450,8,,440,34,
,,uFood,Honey Mustard Chicken (no sides),450,8,,440,34,
,,uFood,Ufood bistor salad with chicken,447,18,,602,29,
,,uFood,Margherita,420,10,,970,56,
,,uFood,Fire Grilled Sirloin Tips,410,11,,1220,20,
,,uFood,Fire Grilled Sirloin Tips (no sides),410,11,,1220,20,
,,uFood,Hearty Three-Bean-Chili bowl with tofu,400,8,,1470,55,
,,uFood,Hearty Three-Bean-Chili bowl with chicken,400,4,,1600,53,
,,uFood,BBQ Grilled Chicken,395,9,,287,9,
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Wendys,Triple w/Everything and Cheese,1040,63,2.5,1790,45,10
,,Wendys,Baconator, Double,990,63,2,1750,46,9
,,Wendys,Bacon Deluxe Double,880,53,1.5,1500,47,11
,,Wendys,Double w/Everything and Cheese,760,43,1.5,1330,44,10
,,Wendys,Bacon Deluxe/Big Bacon Classic,660,37,1,1320,47,11
,,Wendys,Asiago Ranch Club w/Homestyle Chicken,650,34,0.4,1470,55,8
,,Wendys,Asiago Ranch Club w/Spicy Chicken,640,32,0.4,1580,56,8
,,Wendys,Bacon Mushroom Melt,630,36,1.5,1320,43,7
,,Wendys,Baconator, Single,610,35,1,1130,43,9
,,Wendys,Baja Salad,560,33,1,1620,35,12
,,Wendys,Asiago Ranch Club w/Ultimate Chicken Grill,550,24,0.3,1410,43,8
,,Wendys,Coffee Toffee Twisted Frosty, Vanilla,550,21,0.5,230,84,71
,,Wendys,Coffee ToffeeTwisted Frosty, Chocolate,550,20,0.5,230,84,70
,,Wendys,M&M’s Twisted Frosty, Chocolate,550,18,0.4,170,87,75
,,Wendys,M&M’s Twisted Frosty, Vanilla,550,18,0.5,170,87,77
,,Wendys,Frosty-cino, Large,540,12,0.5,170,93,73
,,Wendys,Honey BBQ Boneless Chicken,530,15,0.1,2030,66,33
,,Wendys,Chocolate Fudge Frosty Shake, Large,530,13,0.5,210,96,78
,,Wendys,Sweet & Spicy Asian Boneless Chicken,510,15,0.1,2570,59,26
,,Wendys,Strawberry Frosty Shake, Large,510,12,0.5,180,92,83
,,Wendys,Vanilla Bean Frosty Shake, Large,510,12,0.5,180,91,77
,,Wendys,Large Natural-Cut Fries,500,24,0.3,610,65,0
,,Wendys,BLT Cobb Salad,470,28,0.5,1410,12,4
,,Wendys,Single w/Everything,470,22,1,870,43,10
,,Wendys,Spicy Chipotle Boneless Chicken,470,17,0.1,1720,45,9
,,Wendys,Homestyle Chicken Breast Sandwich,460,17,0.1,1140,51,7
,,Wendys,Spicy Chicken Breast Sandwich,450,16,0.1,1260,52,7
,,Wendys,Oreo Twisted Frosty, Chocolate,440,14,0.4,290,72,54
,,Wendys,Oreo Twisted Frosty, Vanilla,440,14,0.5,290,72,55
,,Wendys,Bacon & Cheese Sauce Baked Potato,440,12,0.1,700,69,5
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,White Spot,Fettuccini Carbonara -,1985,113.7,0.1,1940.4,175.5,23.3
,,White Spot,Grill & Greens platter - Complete Platter,1802,121.8,0.7,1744.6,125.2,19.3
,,White Spot,Butter Chicken - With Rice & Naan,1715,100.1,0,1743.1,149.1,16.5
,,White Spot,Fettuccini Alfredo w/ chicken - With Chicken,1597,78.8,0.1,1433.8,153.2,8.3
,,White Spot,Grill & Greens platter – no sauce - Without Sauce,1578,99.8,0.5,1396.8,119.7,15.3
,,White Spot,Fettuccini Alfredo -,1468,77.3,0.1,1288.1,153.2,8.3
,,White Spot,Classic Denver Omelette - Hashbrowns & Toast,1330,83.1,0.8,2263.8,87.9,8.3
,,White Spot,Chocolate Passion Cake -,1299,79,0.8,644.2,159.2,107.7
,,White Spot,Nat’s Hearty Breakfast and hashbrowns with French toast - With French Toast,1257,58.2,0.1,1839.4,139,24.5
,,White Spot,Nat’s Hearty Breakfast and hashbrowns with pancakes - With Pancakes,1236,55.5,0.1,2318.7,143.9,29.1
,,White Spot,Pulled Pork Sandwich - Only,1209,65.3,0.2,1927.6,83.7,20.2
,,White Spot,Double Double -,1198,81.1,0.6,1810.4,57.6,9.1
,,White Spot,Giardino Omelette - Hashbrowns & Toast,1195,69.9,0.7,1892.8,90.5,9.7
,,White Spot,Big Bowl Breakfast with toast - With Toast,1161,67.5,0.7,1841.5,97.8,7.2
,,White Spot,Back Bacon, Cheddar & Mushroom Omelette - Hashbrowns & Toast,1147,66.6,0.5,2024.7,85.4,6.9
,,White Spot,Chuck Currie’s Favourite Burger -,1145,81.3,0.4,1549.8,57.4,12.8
,,White Spot,Fajita Salad -,1131,64.7,0.2,1458.1,85.4,11.8
,,White Spot,Buttermilk Stacks with fruit topping and whipped cream - Whipped Cream,1121,29.8,0.2,2080.8,198,55.5
,,White Spot,Tuscan Chicken Pasta -,1097,61,0,1518.2,87.2,12.6
,,White Spot,Chicken Broccoli & Cheese - With Rice & Salad,1094,61.5,0.2,1850,96.2,6
,,White Spot,Bacon Cheddar Bigger Burger -,1056,71.4,0.4,1308.1,52.9,9.1
,,White Spot,Monty Mushroom Bigger Burger -,1034,70.5,0.2,992.9,54,9.8
,,White Spot,Bishop’s Curry - With Rice & Naan,1033,36.7,0,873.6,125.6,23
,,White Spot,Orange Beef Stir-fry -,1008,24.4,0.2,687.1,142.9,11.2
,,White Spot,Classic Eggs Benedict withtoast - With Toast,1002,54.7,0.1,1712.6,86,3.5
,,White Spot,Chipotle Chicken Quesadilla – no sauce - No Sauce,982,59.3,0.1,1469.1,74.6,10.3
,,White Spot,Blackened Cajun Chicken w/ mashed potatoes and sour cream - potatoes, vegetables,974,59.7,0.3,2455.7,50.3,3.7
,,White Spot,Double Double – no sauce - Without Sauce,974,59.1,0.4,1462.6,52,5.1
,,White Spot,Sliders w/ monty mushroom - Monty Mushroom,923,61.5,0.2,1158.9,55.1,9.7
,,White Spot,Fajita Salad w/o sauces - Without Sauces,923,43.8,0.1,1296,82.9,10.7
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,WokBox,Butter Chicken,1260,46,0,380,147,2
,,WokBox,Pad Thai w/ Noodle,1026,0,0,330,240,17
,,WokBox,Ribbon (9oz),900,0,0,60,212,0
,,WokBox,Mongolian Beef and Brococoli,779,34,0,2570,54,18
,,WokBox,Teriyaki w/ Rice,722,0,0,2120,169,85
,,WokBox,Mongolian w/ Rice,718,2,0,190,164,81
,,WokBox,Teriyaki w/ Noodle,686,1,0,2080,156,85
,,WokBox,Mongolian w/ Noodle,682,3,0,2130,152,81
,,WokBox,Buddhist w/ Noodle,531,5,0,380,123,23
,,WokBox,Singapore w/ Noodle,525,5,0,3450,95,15
,,WokBox,Kung Pao w/ Noodle,523,1,0,2030,133,47
,,WokBox,Sezchuan w/ Noodle,522,1,0,2010,134,48
,,WokBox,Buddhist w/ Rice,517,4,0,3670,106,22
,,WokBox,Veggie Fried Rice,509,5,0,2070,99,9
,,WokBox,Kung Pao w/ Rice,509,0,0,2400,116,46
,,WokBox,Sezchuan w/ Rice,508,0,0,550,116,47
,,WokBox,Dan Dan w/ Noodle,501,3,0,2390,118,27
,,WokBox,Jungle Curry w/ Noodle,487,6,0,3390,140,11
,,WokBox,Thai Shrimp and Veggies,455,4,0,830,78,28
,,WokBox,Black Bean w/ Rice,455,0,0,2100,99,15
,,WokBox,Singapore w/ Rice,419,2,0,2220,84,15
,,WokBox,Black Bean w/ Noodle,419,1,0,100,86,15
,,WokBox,Jasmine Rice,400,0,0,160,88,0
,,WokBox,Dan Dan w/ Rice,395,0,0,3540,107,27
,,WokBox,Pad Thai w/ Rice,393,0,0,420,87,17
,,WokBox,Jungle Curry w/ Rice,381,3,0,2270,129,11
,,WokBox,Hokkien (8oz),373,3,0,100,70,0
,,WokBox,Veggie Chow Mein,343,3,0,1800,86,10
,,WokBox,Teriyaki,310,0,0,1970,79,79
,,WokBox,Mongolian,306,2,0,2020,75,75
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,WrapZone,Ranchero - Large,1029,55.3,0.3,1787.7,90.4,6.6
,,WrapZone,Jambalaya Jazz - Large,976,45,0,2368.5,108.2,7.3
,,WrapZone,Garlic Shrimp - Large,925,46,0,1291.8,107,5.6
,,WrapZone,Talking Turkey - Large,860,21,0.5,2139.2,129.7,30.5
,,WrapZone,Thai Tanic - Large - Tofu,847,32,0,1170.4,114.1,13.6
,,WrapZone,Thai Tanic - Large - Gardein,841,26.5,0,1465.1,115.1,14
,,WrapZone,Classic Caesar - Large,837,46.5,0.5,1675.3,69.1,5.3
,,WrapZone,Leaning Tower of Pesto - Large - Tofu,835,29.1,0.1,1624.6,112,7.6
,,WrapZone,Thai Tanic - Large - Beef,834,26.9,0.1,1675.1,114.6,14
,,WrapZone,Very Teri - Large - Tofu,830,26.3,0,1427.4,122.8,22.7
,,WrapZone,Leaning Tower of Pesto - Large - Gardein,829,23.6,0.1,1919.3,113,8
,,WrapZone,Very Teri - Large - Gardein,824,20.9,0,1722.2,123.8,23
,,WrapZone,Thai Tanic - Large - Chicken,823,26,0,1637.1,113.1,13.6
,,WrapZone,Leaning Tower of Pesto - Large - Beef,822,24,0.1,2129.3,112.5,8
,,WrapZone,Chicken 'n Cheese - Large,820,22.3,0.2,1911,122.2,3.3
,,WrapZone,Thai Tanic - Large - Turkey,818,26.7,0.1,1718.9,113,14
,,WrapZone,Very Teri - Large - Beef,817,21.3,0.1,1932.1,123.3,23
,,WrapZone,Leaning Tower of Pesto - Large - Chicken,810,23.1,0.1,2091.3,111,7.6
,,WrapZone,Leaning Tower of Pesto - Large - Turkey,806,23.8,0.1,2173.1,110.9,8
,,WrapZone,Very Teri - Large - Chicken,805,20.4,0,1894.2,121.8,22.7
,,WrapZone,Very Teri - Large - Turkey,801,21.1,0.1,1975.9,121.8,23
,,WrapZone,Mexicali - Large - Tofu,792,24.4,0.1,2234.3,110.4,8.8
,,WrapZone,Mexicali - Large - Gardein,785,19,0.1,2529.1,111.3,9.2
,,WrapZone,Bombay Curry - Large - Tofu,778,27.3,0,1699.6,113.9,8.5
,,WrapZone,Mexicali - Large - Beef,778,19.4,0.2,2739,110.8,9.2
,,WrapZone,Thai Tanic - Large - Shrimp,776,25.5,0,1478.1,112.4,13.6
,,WrapZone,Bombay Curry - Large – Garden,772,21.8,0,1994.3,114.9,8.9
,,WrapZone,Mexicali - Large - Chicken,767,18.5,0.1,2701.1,109.4,8.8
,,WrapZone,Bombay Curry - Large - Beef,765,22.3,0.1,2204,114.3,8.9
,,WrapZone,Leaning Tower of Pesto - Large - Shrimp,764,22.8,0.1,1932.3,110.2,7.6
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Yogen Fruz,Strawberry Banana Smoothie (large),288,0,0,72,67,53
,,Yogen Fruz,Blueberry Breeze Smoothie (large),288,0,0,60,72,58
,,Yogen Fruz,Mix It Low Fat Vanilla (large),264,5.5,0,121,46,64
,,Yogen Fruz,Mix It Low Fat Chocolate (large),242,5.5,0,99,46,64
,,Yogen Fruz,Top It Probiotic Soft Serve (large),242,0,0,143,51,46
,,Yogen Fruz,Mix It Non Fat Vanilla (large),242,0,0,132,51,46
,,Yogen Fruz,Peach Berry Sunset Smoothie (large),240,0,0,94,58,48
,,Yogen Fruz,Mix It Non Fat No Sugar Added Vanilla (large),220,0,0,132,48,15
,,Yogen Fruz,Strawberry Banana Smoothie (small),180,0,0,45,42,33
,,Yogen Fruz,Blueberry Breeze Smoothie (small),180,0,0,38,45,36
,,Yogen Fruz,Peach Berry Sunset Smoothie (small),150,0,0,59,36,30
,,Yogen Fruz,Mix It Low Fat Vanilla (small),120,2.5,0,55,21,29
,,Yogen Fruz,Strawberry Banana Smoothie,120,0,0,30,28,22
,,Yogen Fruz,Blueberry Breeze Smoothie,120,0,0,25,30,24
,,Yogen Fruz,Mix It Low Fat Chocolate (small),110,2.5,0,45,21,29
,,Yogen Fruz,Top It Probiotic Soft Serve (small),110,0,0,65,23,21
,,Yogen Fruz,Mix It Non Fat Vanilla (small),110,0,0,60,23,21
,,Yogen Fruz,Mix It Non Fat No Sugar Added Vanilla (small),100,0,0,60,22,7
,,Yogen Fruz,Peach Berry Sunset Smoothie,100,0,0,39,24,20
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Zellers,Z’s Mile High Burger,1284,57.6,0.6,2640,136,38
,,Zellers,All Day Breakfast - Scrambled,1052,57,0,2947,81,8
,,Zellers,All Day Breakfast - Fried,1035,56.2,0,2793,80,7
,,Zellers,All Day Breakfast - Poached,997,52,0,2899,80,7
,,Zellers,Z’s Gourmet Bacon Mac n’ Cheese,943,32.4,1,1586,290,13
,,Zellers,Poutine,931,41.6,1.2,1991,100,17
,,Zellers,Classic Burger,930,37.1,0.6,1353,106,16
,,Zellers,Pork Sausage Dinner,922,59.7,0.1,2001,42,6
,,Zellers,Z’s Deluxe Share Platter,914,36.2,0.3,1967,114,26
,,Zellers,Big Z Burger without fries or salad,889,49,1.2,1658,58,9
,,Zellers,Chicken Finger Meal,888,28.1,0.1,1678,113,23
,,Zellers,Hot Dog and Fries,862,27.7,0.3,1757,119,13
,,Zellers,Z’s Chicken Mac N Cheese,815,22.1,0.7,1330,217,23
,,Zellers,Sliders,807,45,0.9,2231,58,8
,,Zellers,Veggie Burger,796,26.2,0,1042,108,22
,,Zellers,Pub Style Fish and Chips,778,29.7,0.1,2079,81,10
,,Zellers,Cajun Chicken Quesadillas,681,32.1,0,1073,56,6
,,Zellers,Z’s Ultimate Grilled Chezzzzze,675,36,0.5,2130,54,0
,,Zellers,Garlic Bread with Cheese - Full Order,653,38,0.8,1376,50,0
,,Zellers,Famous 3D Club,650,29.7,0,1643,67,8
,,Zellers,Ground Beefsteak – no sides, no fries,642,32.5,1.3,753,22,6
,,Zellers,Poutine,610,30.3,1.2,1465,56,9
,,Zellers,Hot Hamburger Dinner,606,22.1,0.6,732,62,6
,,Zellers,Liver, Onions and Bacon – no sides, no fries,557,30.7,0.1,778,25,5
,,Zellers,Ginger Asian Sesame Chicken Salad,541,19.3,0.9,1942,70,28
,,Zellers,Western Denver Sandwich,536,28.3,0.1,974,46,6
,,Zellers,BBQ Chicken Breast,534,21.7,0,1455,57,16
,,Zellers,BLT with White Bread,529,34.1,0,950,37,6
,,Zellers,Fries Large,515,18.2,0,848,70,13
,,Zellers,Mediterranean Chicken,508,25.4,0.1,3185,46,5
