,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Jimmy The Greek,Mediterranean Falafel, Small Salad, Rice,Roast Potatoes,683,23,1,1717,71,1
,,Jimmy The Greek,Spinach Cheese Pie, Small Salad, Rice, Roast Potatoes,642,27.5,1,1422,79,3
,,Jimmy The Greek,Pork Souvlaki with Pita,638,31.5,0,608,210,1
,,Jimmy The Greek,Roast Chicken, Small Salad, Rice, Roast Potatoes,612,21.7,1,1348,62,1.7
,,Jimmy The Greek,Roast Lamb,600,47,0,1063,1,0
,,Jimmy The Greek,Gyros with Pita,590,36.5,0,1040,217,2
,,Jimmy The Greek,Chicken Souvlaki, Small Salad, Rice, Roast Potatoe s,581,19.5,1,1290,62,1.7
,,Jimmy The Greek,Chicken Fillet, Small Salad, Rice, Roast Potatoes,580,19.5,1,1290,62,1.7
,,Jimmy The Greek,Mediterranean Falafel, Pita, Small Salad,512,26.5,0,1333,227,1.7
,,Jimmy The Greek,Roast Lamb, Small Salad, Rice, Roast Potatoes  (½ serving),510,30.25,0.5,1090,30,0.85
,,Jimmy The Greek,Vegetable Plate,482,16,1,1171,70,1.7
,,Jimmy The Greek,Mediterranean Falafel with Pita,462,23.5,0,1160,223,1
,,Jimmy The Greek,Pork Souvlaki Stick,428,29,0,258,0,0
,,Jimmy The Greek,Pork Souvlaki, Small Salad, Rice, Roast Potatoes (½ serving),424,21.25,0.5,687.5,30,0.85
,,Jimmy The Greek,Chicken Souvlaki, Pita, Small Salad,422,11.5,0,696,215,1.7
,,Jimmy The Greek,Gyros, Small Salad, Rice, Roast Potatoes  (½ serving),400,24,0.5,903.5,34,1.35
,,Jimmy The Greek,Gyros,380,34,0,690,7,1
,,Jimmy The Greek,Spinach Cheese Pie, Large Salad,375,20.6,0.2,905,32,1
,,Jimmy The Greek,Chicken Souvlaki with Pita,372,8.5,0,523,212,1
,,Jimmy The Greek,Roast Chicken, Large Salad,345,14.8,0.2,777,15,0
,,Jimmy The Greek,Mediterranean Falafel, Small Salad, Rice,Roast Potatoes  (½ serving),342,11.5,0.5,858.5,36,0.5
,,Jimmy The Greek,Shrimp, Small Salad, Rice,328,11.7,0,799,40,0.7
,,Jimmy The Greek,Spinach Cheese Pie, Small Salad, Rice, Roast Potatoes  (½ serving),321,13.75,0.5,711,40,1.5
,,Jimmy The Greek,Chicken Fillet, Large Salad,314,12.6,0.2,773,15,0
,,Jimmy The Greek,Roast Chicken, Small Salad, Rice, Roast Potatoes  (½ serving),306,10.85,0.5,674,31,0.85
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Joey,Creamy Chicken Alfredo,1910,65,,1780,267,
,,Joey,Earth and Surf Calamari,1880,74,,1880,78,
,,Joey,5 Spice Dry Ribs *Winnipeg Only*,1800,142,,1210,5,
,,Joey,Nachos *US Only*,1700,61,,3180,198,
,,Joey,Beef Dip,1660,98,,3280,153,
,,Joey,Baby Back BBQ Ribs,1530,100,,1860,70,
,,Joey,Blazing Wings,1490,117,,1710,12,
,,Joey,Blue Cheese Fries,1350,90,,1670,116,
,,Joey,Spaghetti With Kobe Meatballs *Canada Only*,1310,29,,1280,192,
,,Joey,Bombay Butter Chicken,1295,76,,830,76,
,,Joey,Lobster Ravioli,1280,81,,1960,87,
,,Joey,12oz Peppercorn New York,1160,75,,1600,5,
,,Joey,Molten Chocolate Lava Souffle,1130,62,,490,133,
,,Joey,Tandoori Flat Bread,1130,50,,1950,120,
,,Joey,Rotisserie Chicken and Rib Combo,1120,69,,1800,48,
,,Joey,Pesto Prawn Flat Bread,1100,54,,1700,108,
,,Joey,Individually Baked Apple Pie,1050,55,,480,131,
,,Joey,7oz Steak and King Crab,1020,66,,3820,2,
,,Joey,Rotisserie Chicken,1020,53,,2480,36,
,,Joey,Side Fries,940,50,,920,110,
,,Joey,Chinatown Lettuce Wraps With Chicken,930,65,,3320,77,
,,Joey,Cheeseburger Sliders,890,52,,1640,46,
,,Joey,Grilled Chicken Sandwich *US Only*,870,60,,2350,32,
,,Joey,Hi-Rise Bacon Cheddar Burger,860,55,,1900,45,
,,Joey,Corn Dogs *US Only*,860,54,,1740,65,
,,Joey,Italian Flat Bread,850,46,,2500,74,
,,Joey,Side Aromatic Rice,850,16,,270,164,
,,Joey,Evil Chicken Chopped Salad *US Only*,840,50,,1350,65,
,,Joey,7oz Steak and Grilled Prawns,820,57,,900,1,
,,Joey,Duo of Dips *US Only*,820,36,,1570,102,
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Jugo Juice,Chicken Caesar Flatbread,667,31.6,0.4,1158.6,62.8,6.7
,,Jugo Juice,Chipotle Club Flatbread,643,29,0.3,1808.5,68.4,11.1
,,Jugo Juice,Classic Chicken Breast Wrap,541,20.9,0.3,1317.6,57.5,9.1
,,Jugo Juice,Smoked Turkey Wrap,538,23.9,0.3,1372.5,61.2,12.1
,,Jugo Juice,Banana Buzz,522,10.5,0.1,22.7,109.3,88.4
,,Jugo Juice,Southwest Chicken Wrap,499,16.7,0.2,1500.8,58.5,6.6
,,Jugo Juice,Grilled Veg Flatbread,497,18.4,0.5,993.9,64,8.2
,,Jugo Juice,Strawberry Buzz,476,10.3,0.1,223.6,97.6,81.9
,,Jugo Juice,Green Tea Buzz,444,6.1,0.2,270.4,85.4,73.1
,,Jugo Juice,Pom Star Protein,423,4.2,0.1,245.6,73.9,61.5
,,Jugo Juice,Madras Curry Chicken Wrap,421,12.1,0,1242.4,52.8,2.3
,,Jugo Juice,Big Blue Protein,420,4.3,0.1,250.6,71.9,60.9
,,Jugo Juice,Festive Turkey Ciabatta,416,16.8,0,1167.8,50.5,8.6
,,Jugo Juice,Açai Protein,411,5.7,0.1,250.8,65.9,56.4
,,Jugo Juice,Extreme Protein,364,4.1,0,384,35.9,25.8
,,Jugo Juice,Apple (24oz),360,0,0,45,90,78
,,Jugo Juice,Tropical Protein,350,2.3,0,202,59.4,53.3
,,Jugo Juice,Orange (24oz),335,1.5,0,7.4,77.4,62.5
,,Jugo Juice,Copa Banana,322,0.4,0,21.2,80.9,69
,,Jugo Juice,Carrot Apple (24oz),315,0,0,175.5,76.5,66.3
,,Jugo Juice,Berry Binge,311,3.2,0,72.7,68.3,60.1
,,Jugo Juice,Absolutely Açai,308,2.2,0,29.4,71,63.4
,,Jugo Juice,Blushing Mango,307,0.6,0,16.9,74.2,69
,,Jugo Juice,Mango Magic,303,0.5,0,13.4,73,68.2
,,Jugo Juice,Righteous Red,286,2.7,0,73.9,62.7,52.2
,,Jugo Juice,Cherry Chill,286,0.7,0,36.4,67.2,63.7
,,Jugo Juice,Skinny Peach,268,0.5,0,19.7,63.7,59.9
,,Jugo Juice,Jugo Classico,267,0.4,0,12.6,66.3,52.3
,,Jugo Juice,Carrot Orange (24oz),258,0.5,0,338.5,57.3,48.1
,,Jugo Juice,Pom-E-Berry,257,0.9,0,8.3,63.2,55.5
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,KarmelKorn,Gift Canisters 6 1/2 Gallon,11380,806,76,9250,883,10
,,KarmelKorn,Gift Canisters 3 1/2 Gallon,6130,434,41,4980,476,5
,,KarmelKorn,Gift Canisters 2 Gallon,3500,248,23,2850,272,3
,,KarmelKorn,CheeseKorn Bucket O’ Treats™,1750,124,12,1420,136,1
,,KarmelKorn,CheeseKorn Party Pak,990,70,7,810,77,1
,,KarmelKorn,KarmelKorn Bucket O’ Treats™,880,22,0.5,860,169,113
,,KarmelKorn,KarmelKorn Party Pak,680,17,0,670,131,87
,,KarmelKorn,Mountain Dew Large,360,0,0,150,98,98
,,KarmelKorn,Barq’s Large,360,0,0,80,96,96
,,KarmelKorn,Coca-ColaLarge,330,0,0,20,85,85
,,KarmelKorn,Mug Large,320,0,0,130,93,93
,,KarmelKorn,Dr. Pepper Large,320,0,0,115,86,86
,,KarmelKorn,Sierra Mist Large,320,0,0,85,83,83
,,KarmelKorn,Pepsi Large,320,0,0,80,87,87
,,KarmelKorn,Sprite Large,310,0,0,75,83,83
,,KarmelKorn,CheeseKorn Large,300,22,2,250,24,0
,,KarmelKorn,Butter Flavored Popcorn Large,280,16,7,420,29,0
,,KarmelKorn,Mountain Dew Medium,240,0,0,100,64,64
,,KarmelKorn,Barq’s Medium,230,0,0,55,63,63
,,KarmelKorn,CheeseKorn Medium,220,15,1.5,180,17,0
,,KarmelKorn,Coca-ColaMedium,220,0,0,15,56,56
,,KarmelKorn,KarmelKorn Large,210,5,0,210,40,27
,,KarmelKorn,Mug Medium,210,0,0,85,61,61
,,KarmelKorn,Dr. Pepper Medium,210,0,0,75,57,57
,,KarmelKorn,Sierra Mist Medium,210,0,0,55,55,55
,,KarmelKorn,Pepsi Medium,210,0,0,50,57,57
,,KarmelKorn,Butter Flavored Popcorn Medium,200,12,5,300,21,0
,,KarmelKorn,Sprite Medium,200,0,0,50,55,55
,,KarmelKorn,Mountain Dew Small,190,0,0,80,51,51
,,KarmelKorn,Barq’s Small,180,0,0,40,48,48
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Kelseys,Kelseys Fully Loaded Nachos,2160,125,1.5,2700,167,9
,,Kelseys,Classic Chicken Wings (16 pieces),1900,118,0,500,54,0
,,Kelseys,Backyard Pork Side Ribs – full rack,1700,110,1.5,1040,50,33
,,Kelseys,Blue Cheese Kettle Chips,1210,88,1.5,3010,85,5
,,Kelseys,Pulled Pork Sandwich,1170,49,0,3820,112,25
,,Kelseys,Taco Salad no Dressing,1120,75,2.5,2260,78,15
,,Kelseys,Tomato Vodka Penne,1100,61,1.5,1380,105,14
,,Kelseys,Molten Lava Cake with Berry Sauce/Vanilla Sauce/Cream,1070,55,0.1,180,147,95
,,Kelseys,Cracked Peppercorn Sirloin Burger,1040,68,1,1470,59,8
,,Kelseys,Rib and Wing Combo – 1/2 rack and 5 wings*,1040,61,0.5,1740,36,22
,,Kelseys,Classic Spaghetti and Meatballs,1040,46,0.5,1330,109,13
,,Kelseys,Balsamic Chicken Penne,1010,50,1,1920,85,10
,,Kelseys,Roasted Chicken Quesadilla,990,59,0.1,2480,67,9
,,Kelseys,Shrimp Pasta Alfredo,970,49,2,1060,90,6
,,Kelseys,Classic Chicken Wings (8 pieces),950,59,0,250,27,0
,,Kelseys,Cajun Chicken Alfredo,930,42,1.5,1680,89,6
,,Kelseys,Deep Dish Apple Crumble with Ice Cream + 2 sauces,930,25,2.5,470,162,107
,,Kelseys,Philly Cheese Steak Sandwich,920,47,0.2,1540,66,7
,,Kelseys,Cheddar Bacon Sirloin Burger,900,60,1,1450,44,7
,,Kelseys,Blue Cheese Bacon Sirloin Burger,830,53,1,1320,44,8
,,Kelseys,Classic Clubhouse Wrap,800,38,0.1,2160,68,9
,,Kelseys,Salmon Sonoma Valley Salad incl. Honey Citrus Dressing,780,51,0.3,730,42,18
,,Kelseys,Classic Sirloin Burger,780,50,1,1140,43,7
,,Kelseys,Backyard Pork Side Ribs – half rack,770,46,0.5,620,33,22
,,Kelseys,Chicken Fajita (1/2 lb.),770,42,0.2,2370,23,14
,,Kelseys,Cajun Chicken Caesar Salad incl. Caesar Dressing,760,55,0.5,2180,25,3
,,Kelseys,Calamari,730,50,1,1990,47,10
,,Kelseys,Chicken Sonoma Valley Salad incl. Honey Citrus Dressing,730,44,0.4,1610,44,18
,,Kelseys,Lemon Pepper Salmon (no rice or vegetables),690,51,0.5,1300,11,3
,,Kelseys,Veggie Burger,690,32,0,950,62,12
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,KFC,Poutine,970,44,1,2610,98,1
,,KFC,French Fries Medium size,940,47,0,2120,121,0
,,KFC,Wrapstar,670,33,0,1910,49,3
,,KFC,Crispy Chicken Strips Caesar Twister,650,37,0.3,1820,49,3
,,KFC,Spicy Big Crunch,650,33,0.3,1820,49,3
,,KFC,Big Crunch,610,31,0.3,1670,47,3
,,KFC,Popcorn Chicken Small size,490,34,0.2,1290,24,0
,,KFC,Crispy Chicken Strips Original Twister,490,23,0.2,1300,48,2
,,KFC,Grilled Chicken BBQ Bacon Ranch Twister,470,20,0,1580,43,4
,,KFC,Vegetarian,460,29,0.2,950,45,4
,,KFC,Crispy Chicken Strips BBQ Ranch Twister,460,28,0,1690,41,4
,,KFC,Crispy Chicken Melted BLT,460,23,0,1340,45,3
,,KFC,Grilled Chicken Melted BLT,460,20,0,1530,42,4
,,KFC,Big Fresh Sandwich,460,18,0,1100,47,6
,,KFC,Chicken Bowl Large size,440,24,0.4,1650,63,9
,,KFC,Classic Sandwich,440,23,0.4,1010,42,3
,,KFC,Hot Wings (5 pieces),420,27,0.5,1210,18,0
,,KFC,Grilled Chicken Roasted Garlic Caesar Twister,420,17,0,1350,43,3
,,KFC,Chicken Bowl Regular size,400,18,0.3,1210,45,6
,,KFC,Grilled Chicken Strips Original Twister,390,17,0.2,1080,39,3
,,KFC,Grilled Chicken (Gourmet Sandwich),380,11,0.1,1250,41,4
,,KFC,Corn Large size,380,3.5,0,0,79,17
,,KFC,Snackwich,360,21,0.2,780,30,2
,,KFC,Pecan tarts,350,18,0,140,45,20
,,KFC,Popcorn Chicken Kids size,340,24,0.1,900,16,0
,,KFC,French Fries Individual size,340,17,0,770,44,0
,,KFC,Classic Sandwich (No Mayo),340,10,0,890,43,2
,,KFC,Original Recipe Keel,320,15,0.1,880,13,0
,,KFC,Crispy Strips (3 pieces),320,14,0.1,1120,16,0
,,KFC,Keel,310,17,0.1,650,9,2
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Krispy Kreme,Caramel Kreme Crunch Doughnut,380,19,0.3,170,49,30
,,Krispy Kreme,Chocolate Iced Kreme Filled Doughnut,350,20,0.4,140,39,23
,,Krispy Kreme,New York Cheesecake Doughnut,340,20,0.4,200,34,17
,,Krispy Kreme,Glazed Kreme Filled Doughnut,340,20,0.4,140,39,23
,,Krispy Kreme,Chocolate Iced Custard Filled Doughnut,300,17,0.3,150,35,19
,,Krispy Kreme,Glazed Raspberry Filled Doughnut,300,16,0.3,125,36,20
,,Krispy Kreme,Glazed Pumpkin Spice Cake,300,14,0.3,250,42,27
,,Krispy Kreme,Cinnamon Apple Filled Doughnut,290,16,0.3,150,32,14
,,Krispy Kreme,Glazed Lemon Filled Doughnut,290,16,0.3,135,35,17
,,Krispy Kreme,Powdered Strawberry Filled Doughnut,290,16,0.3,135,33,13
,,Krispy Kreme,Powdered Cake Doughnut,290,14,0.2,320,37,19
,,Krispy Kreme,Chocolate Iced Cake,280,14,0.2,320,36,20
,,Krispy Kreme,Chocolate Iced Glazed Doughnut With Sprinkles,270,12,0.4,100,38,24
,,Krispy Kreme,Cinnamon Bun,260,16,0.3,125,28,13
,,Krispy Kreme,Glazed Chocolate Cake Doughnut,260,13,0.2,320,33,18
,,Krispy Kreme,Chocolate Iced Glazed Doughnut,250,12,0.4,100,33,21
,,Krispy Kreme,Maple Iced Glazed Doughnut,240,12,0.2,100,32,20
,,Krispy Kreme,Traditional Cake,230,13,0.2,315,25,9
,,Krispy Kreme,4 Glazed Blueberry Doughnut Holes,220,12,0.2,280,27,9
,,Krispy Kreme,4 Glazed Pumpkin Spice Doughnut Holes,210,11,0,230,28,17
,,Krispy Kreme,4 Glazed Cake Doughnut Holes,210,10,0.2,240,29,17
,,Krispy Kreme,4 Glazed Chocolate Cake Doughnut Holes,210,10,0,240,29,17
,,Krispy Kreme,Original Glazed Doughnut,200,12,0.4,95,22,11
,,Krispy Kreme,Sugar Doughnut,200,12,0.2,90,21,10
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Little Caesars,Deli Sandwiches Italian,800,45,,1950,66,6
,,Little Caesars,Deli Sandwiches Italian Ham & Cheese,640,29,,1540,66,5
,,Little Caesars,Deli Sandwiches Italian Veggie,600,28,,980,67,5
,,Little Caesars,Slice (1/6 of a 14” pizza) Pepperoni,390,14,,750,42,3
,,Little Caesars,Individual Size Salads Antipasto with Caesar Salad Dressing,370,33,,920,7,4
,,Little Caesars,Baby Pan! Pan! (One Piece),360,16,,630,34,3
,,Little Caesars,Individual Size Salads Greek with Caesar Salad Dressing,350,32,,950,12,8
,,Little Caesars,Large Deep Dish (1/8 pizza) Pepperoni,350,14,,610,38,3
,,Little Caesars,Individual Size Salads Tossed with Caesar Salad Dressing,330,28,,550,16,4
,,Little Caesars,Slice (1/6 of a 14” pizza) Cheese Only,330,11,,530,42,3
,,Little Caesars,Individual Size Salads Caesar with Caesar Salad Dressing,320,28,,550,13,2
,,Little Caesars,Large Deep Dish (1/8 pizza) Cheese Only,320,12,,460,37,3
,,Little Caesars,14” Round Pizza (1/10 pizza) Meatsa,280,13,,630,26,2
,,Little Caesars,Salad Dressings Greek,270,29,0.1,200,0,0
,,Little Caesars,14” Round Pizza (1/10 pizza) Supreme,270,10,,510,31,4
,,Little Caesars,Med Deep Dish (1/8 pizza) Pepperoni,260,11,,450,27,2
,,Little Caesars,18” Round Pizza (1/14 pizza) Pepperoni,260,9,,480,30,2
,,Little Caesars,16” Round Pizza (1/12 pizza) Pepperoni,240,9,,450,27,2
,,Little Caesars,14” Round Pizza (1/10 pizza) Veggie,240,8,,710,32,5
,,Little Caesars,Salad Dressings Caesar,230,25,0.2,360,1,0
,,Little Caesars,Salad Dressings Ranch,230,24,,380,2,1
,,Little Caesars,Med Deep Dish (1/8 pizza) Cheese Only,230,9,,340,27,2
,,Little Caesars,14” Round Pizza (1/10 pizza) Pepperoni,230,8,,430,25,2
,,Little Caesars,18” Round Pizza (1/14 pizza) Cheese Only,230,7,,350,30,2
,,Little Caesars,Salad Dressings Italian,220,23,,370,2,2
,,Little Caesars,16” Round Pizza (1/12 pizza) Cheese Only,220,7,,340,27,2
,,Little Caesars,12” Round Pizza (1/8 pizza) Pepperoni,210,8,,400,23,2
,,Little Caesars,14” Round Pizza (1/10 pizza) Cheese Only,200,7,,320,25,2
,,Little Caesars,14” Thin Crust (1/10 pizza) Pepperoni,180,9,,320,14,1
,,Little Caesars,12” Round Pizza (1/8 pizza) Cheese Only,180,6,,290,23,2
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Macaroni Grill,Mama’s trio,1530,,,3600,96,
,,Macaroni Grill,Romano’s sampler,1360,,,1080,95,
,,Macaroni Grill,Mom’s ricotta meatballs & spaghetti (bolognese sauce),1240,,,3430,99,
,,Macaroni Grill,Sausage vesuvio,1190,,,2500,72,
,,Macaroni Grill,King salmon,1160,,,1240,72,
,,Macaroni Grill,Crusted sole,1120,,,870,21,
,,Macaroni Grill,Chicken scaloppine,1090,,,1290,48,
,,Macaroni Grill,Fettuccine alfredo (with chicken),1050,,,1830,66,
,,Macaroni Grill,Corvina,1010,,,1150,71,
,,Macaroni Grill,Pollo limone rustica,990,,,2140,79,
,,Macaroni Grill,Honey balsamic chicken (d),990,,,1380,74,
,,Macaroni Grill,Calabrese strip,990,,,1120,34,
,,Macaroni Grill,Penne rustica,980,,,2830,94,
,,Macaroni Grill,Italian sausage pizza,970,,,2430,95,
,,Macaroni Grill,Fettuccine alfredo (with shrimp),950,,,1630,64,
,,Macaroni Grill,Chicken parmigiana,940,,,1330,74,
,,Macaroni Grill,Rigatoni,930,,,950,75,
,,Macaroni Grill,Mom’s ricotta meatballs & spaghetti (pomodoro sauce),920,,,2620,83,
,,Macaroni Grill,Pepperoni pizza,920,,,2200,102,
,,Macaroni Grill,Eggplant parmigiana,910,,,1230,73,
,,Macaroni Grill,Honey balsamic chicken (l),900,,,1290,74,
,,Macaroni Grill,Mushroom ravioli,900,,,1020,52,
,,Macaroni Grill,Parmesan-crusted chicken,880,,,1650,41,
,,Macaroni Grill,Spinach artichoke dip,850,,,1530,83,
,,Macaroni Grill,Calamari fritti,840,,,960,56,
,,Macaroni Grill,Chicken marsala,810,,,1110,61,
,,Macaroni Grill,Roasted vegetali pizza,800,,,1550,102,
,,Macaroni Grill,Cannelloni,790,,,2200,37,
,,Macaroni Grill,Shrimp portofino (d),780,,,730,58,
,,Macaroni Grill,Fettuccine alfredo,770,,,1180,63,
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Manchu Wok,Honey Garlic Chicken,450,22,0.3,890,54,31
,,Manchu Wok,Orange Chicken,420,22,0.3,650,45,24
,,Manchu Wok,Fried Rice,420,13,0,1160,66,3
,,Manchu Wok,Shanghai Noodles,410,14,0,1620,56,8
,,Manchu Wok,Sesame Chicken,390,16,0.3,890,50,29
,,Manchu Wok,General Tso’s Chicken,380,22,0.3,840,34,12
,,Manchu Wok,Steamed Rice,370,0,0,3,84,0
,,Manchu Wok,Ginger Beef,350,22,0.2,670,28,7
,,Manchu Wok,Sweet & Sour Pork,350,20,0.2,540,35,19
,,Manchu Wok,Noodles (Lo Mein),350,17,0,870,43,5
,,Manchu Wok,Chicken Wings (4),330,25,0.2,930,5,0
,,Manchu Wok,Seafood Rangoon,300,21,0.5,240,20,3
,,Manchu Wok,Garlic Shrimp and Vegetables,260,15,0,860,19,5
,,Manchu Wok,BBQ Pork,250,11,0.1,730,16,13
,,Manchu Wok,Chicken Balls (4),240,14,0,790,17,2
,,Manchu Wok,Oriental Grilled Chicken,210,7,0,1000,20,14
,,Manchu Wok,Beef & Broccoli,190,12,0.1,700,13,5
,,Manchu Wok,Black Pepper Beef,180,13,0,590,9,4
,,Manchu Wok,Spicy Beef,180,13,0,560,10,4
,,Manchu Wok,Kung Pao Chicken,180,12,0,520,11,5
,,Manchu Wok,Pepper Steak,180,12,0,500,11,5
,,Manchu Wok,Black Pepper Chicken,160,10,0,640,8,4
,,Manchu Wok,Pineapple Chicken,160,8,0,250,19,14
,,Manchu Wok,Chicken & Mushrooms,150,10,0,730,8,4
,,Manchu Wok,Green Bean Chicken,150,9,0,560,10,3
,,Manchu Wok,Chicken Egg Roll,150,7,0,350,17,1
,,Manchu Wok,Vegetable Egg Roll,150,6,0,380,20,0
,,Manchu Wok,Mixed Vegetables,140,10,0,510,11,3
,,Manchu Wok,Chicken with Snow Peas,140,8,0,690,11,5
,,Manchu Wok,Spicy Chicken,140,8,0,620,10,4
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Marble Slab Creamery,Trail Mix,1350,86,0,37,124,80
,,Marble Slab Creamery,Candylicious,1323,72,0,240,145,118
,,Marble Slab Creamery,Rocky Road,1288,78,0,62,141,99
,,Marble Slab Creamery,Butter Than Nuttin',1226,94,0,95,86,56
,,Marble Slab Creamery,Swiss Cocoa Buttercup,1216,64,0,236,150,113
,,Marble Slab Creamery,Masterpiece,1209,66,0,109,142,85
,,Marble Slab Creamery,Butter Crisp,1190,62,0,220,152,104
,,Marble Slab Creamery,Ultimate Cookie Dough,1181,54,0,155,164,102
,,Marble Slab Creamery,Almond Joy,1120,71,0,174,105,67
,,Marble Slab Creamery,Cheesecake,1118,61,0,68,152,91
,,Marble Slab Creamery,Tipsy Sailor,1112,74,0,5,100,69
,,Marble Slab Creamery,Coffee Bar,1092,62,0,243,117,90
,,Marble Slab Creamery,Peanut Butter Crunch,1087,61,0,201,126,94
,,Marble Slab Creamery,Raspberry Swirl,1085,63,0,248,116,76
,,Marble Slab Creamery,Southern Pecan Pie,1082,68,0,208,109,73
,,Marble Slab Creamery,Cookies 'N' Cream,1050,56,0,450,124,75
,,Marble Slab Creamery,Caramel Nut Latte,1048,56,0,451,125,75
,,Marble Slab Creamery,The Bart,1047,54,0,196,126,82
,,Marble Slab Creamery,Willy Wonka,1006,53,0,93,127,92
,,Marble Slab Creamery,Snickerdoodle,994,50,0,208,118,85
,,Marble Slab Creamery,Bear Necessities,990,39,0,37,150,94
,,Marble Slab Creamery,Blackberry Crumble,989,49,0,26,121,78
,,Marble Slab Creamery,Trail Mix,905,58,0,25,83,54
,,Marble Slab Creamery,Rainbownanza,905,49,0,29,103,79
,,Marble Slab Creamery,Pineapple Mixed up Cake,897,45,0,285,114,66
,,Marble Slab Creamery,Candylicious,887,49,0,160,99,79
,,Marble Slab Creamery,Birthday Bonanza,880,39,0,90,122,81
,,Marble Slab Creamery,Cherries Jubilee,866,45,0,213,105,58
,,Marble Slab Creamery,Cherry Amaretto Cake,866,45,0,213,105,58
,,Marble Slab Creamery,Rocky Road,864,52,0,41,95,67
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,McDonalds,Triple Thick Milkshake - Caramel, large,1110,28,0.5,730,195,157
,,McDonalds,Angus Burger with Bacon and Cheddar,810,49,1.5,1280,45,7
,,McDonalds,Big Breakfast,660,39,0.5,1160,50,1
,,McDonalds,McFlurry Dessert - Apple Crisp, large,660,16,0.4,390,119,86
,,McDonalds,Angus Burger,610,33,1,730,44,7
,,McDonalds,Sausage 'n Egg Biscuit Sandwich,590,37,0.5,1140,42,3
,,McDonalds,Southwest Crispy Chicken sandwich,590,29,0.3,1460,56,6
,,McDonalds,French Fries - Large,560,27,0.3,430,74,0
,,McDonalds,Triple Thick Milkshake - Chocolate, small,560,14,0.3,420,99,77
,,McDonalds,Sausage, Egg & Cheese McGriddles sandwich,550,30,0.4,1430,49,16
,,McDonalds,McFlurry Dessert - Rolo, Small,550,19,0.3,240,84,70
,,McDonalds,Hotcakes with Syrup and Becel,550,14,0.1,650,96,46
,,McDonalds,Big Mac sandwich,540,29,0.5,1020,44,9
,,McDonalds,Triple Thick Milkshake - Strawberry, small,540,13,0.3,330,94,76
,,McDonalds,Triple Thick Milkshake - Vanilla, small,540,13,0.3,330,95,68
,,McDonalds,Quarter Pounder with Cheese sandwich,530,28,1,1110,41,9
,,McDonalds,Bacon & Egg Bagel,530,26,0.3,1170,52,6
,,McDonalds,Big Xtra sandwich,520,28,0.5,700,41,10
,,McDonalds,McFlurry Dessert – Smarties, small,510,15,0.3,240,84,71
,,McDonalds,Southwest Grilled Chicken sandwich,500,21,0.2,1050,47,6
,,McDonalds,McFlurry Dessert - Oreo, Small,500,17,0.3,330,79,58
,,McDonalds,Breakfast BLT Bagel,490,24,0.2,980,52,7
,,McDonalds,Crispy Chicken Classic Sandwich,480,18,0.1,1230,54,5
,,McDonalds,McFlurry Dessert - Apple Crisp, small,480,12,0.3,300,85,61
,,McDonalds,McChicken sandwich,470,27,0.3,790,46,6
,,McDonalds,Sausage Biscuit,460,28,0.3,810,40,3
,,McDonalds,Bacon 'n Egg Biscuit Sandwich,460,27,0.4,960,39,3
,,McDonalds,Cinnamon Melts,460,20,0.2,400,66,19
,,McDonalds,Muffin - Double Chocolate with Oreo Crumble,450,15,0.1,490,73,43
,,McDonalds,Sausage McMuffin with Egg Sandwich,440,26,0.4,910,32,2
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Milestones,Prime Rib Hash,1590,105,0.3,1610,105,11
,,Milestones,Chicken Corn Hash,1490,79,1.5,3060,146,21
,,Milestones,Grilled Chicken Pesto Fettucini (LG),1460,94,2.5,3290,77,4
,,Milestones,Santa Fe Breakfast Burrito incl. Potatoes,1330,74,1.5,2420,119,13
,,Milestones,Steak and Eggs,1310,76,0.5,2020,83,14
,,Milestones,Portabello Mushroom Chicken 8oz.  (+ capellini),1270,71,0,1370,69,2
,,Milestones,Slow Raosted AAA Prime Rib (10 oz.),1250,103,0,3780,7,3
